Code,latlng,place,name,lyric,artist,lyrics,year
,"22.359514376605453, 114.17992739630026",望夫石,夢到沙田,有一次你仲爬上望夫石上面,黃秀儀 ,韋然,1982
,"22.399519794895916, 114.20425098698954",沙田馬場,夢到沙田,聽講話有沙田馬場,黃秀儀 ,韋然,1982
,"22.384657878496718, 114.19239444854708",瀝源,夢到沙田,彷佛瀝源悠然在眼,黃秀儀 ,韋然,1982
,"22.305262591689914, 114.17060672326843",佐敦,屋村仔,冇幾耐我又行出佐敦,LMF,LMF,
,"22.33281805249766, 114.20712292630012",彩虹交匯處,彩虹交匯處,-,梁詠琪,,2003
,"22.273077946555826, 114.1887589995644",香港大球場,我有個夢 ,為港爭光大球場入次波,廖嘉敏、唐曉楓,陳恩碩,2022
,"22.338503766819095, 114.19889679903616",新蒲崗,Kowloon City,新蒲崗廣場小食店印尼撈麵,劉卓軒,劉卓軒,2023
,"22.33197603504774, 114.19054300186079",九龍城寨,Kowloon City,字體簡化 城寨小街店鋪招牌,劉卓軒,劉卓軒,2023
,"22.329281590687366, 114.18873043947903",九龍城,Kowloon City,重遊最後一晚九龍城既舊地,劉卓軒,劉卓軒,2023
,"22.279771743817047, 114.22790043310225",東區,東區之歌,欣欣向榮，滔滔生意，東區的興盛正開始,,鄭國江,
,"22.365889414460536, 114.13883476263902",石籬,石籬歌,石籬人，紛紛往，活躍廣場上,,鄧志惠,
,"22.32958864026176, 114.16192302515174",深水埗,深水埗,深水埗  偶爾逛逛化做文青,Eddie Ho,Eddie Ho,2023
,"22.33211085455107, 114.1617448407542",高登商場,深水埗,高登內  買部PC競逐電競,Eddie Ho,Eddie Ho,2023
,"22.281158538559154, 114.15558806260908",德己立街,最後今天,跟住浮出街 德忌笠 九七六四 YY,軟硬天師,軟硬天師、黃偉文,1999
,"22.28079536856306, 114.15575104425501",九七吧,最後今天,跟住浮出街 德忌笠 九七六四 YY,軟硬天師,軟硬天師、黃偉文,1999
,"22.280652691997123, 114.15552835749693",六四吧,最後今天,跟住浮出街 德忌笠 九七六四 YY,軟硬天師,軟硬天師、黃偉文,1999
,"22.280770045836032, 114.15537041779467",VOLAR,VOLAR,Hey Mr DJ 要播爆這天地,側田,林夕,2006
,"22.35148679086168, 114.0744479765634",青馬大橋,青馬大橋,-,Beyond,Beyond,1998
,"22.407958561695533, 114.3213674935413",西貢,西貢小姐,-,梁詠琪,,2001
,"22.279576293047636, 114.13206314634127",富林苑,深水佬,富林苑，深水埗，你老母,The Low Mays,The Low Mays,2021
,"22.32881596345101, 114.16215500377149",深水埗,深水佬,富林苑，深水埗，你老母,The Low Mays,The Low Mays,2021
,"22.329028755892747, 114.16349371396964",鴨寮街,深水佬,禮拜日冇嘢做就走咗去鴨寮街度捉隻鴿,The Low Mays,The Low Mays,2021
,"22.33170523204468, 114.16235617924748",黃金商場,深水佬,落咗黃金電腦個地牢,The Low Mays,The Low Mays,2021
,"22.334190711054358, 114.16002898748067",福榮街,深水佬,走咗去福榮街叫雞,The Low Mays,The Low Mays,2021
,"22.22720057681714, 114.01111392223069",正生書院,深水佬,俾人捉咗去住喺正生,The Low Mays,The Low Mays,2021
,"22.334625449750003, 114.16039387645631",元州街,深水佬,之後過咗去元州街 叫碟椒鹽九肚魚,The Low Mays,The Low Mays,2021
,"22.32872760521918, 114.16123760282177",北河街,深水佬,我喺北河街度教打拳,The Low Mays,The Low Mays,2021
,"22.321127466619906, 114.18578108995905",協恩中學,深水佬,快啲着返套校服去讀下協恩,The Low Mays,The Low Mays,2021
,"22.290677714112366, 114.19735113536433",北角,披頭四,你也叫約翰 出生於北角,梁漢文,林夕,
,"22.243413404596073, 114.16221962319888",珍寶海鮮舫,抗氧化組合,珍寶都變古跡 金璧失色,野佬 Yellow!,梁栢堅,2022
,"22.282944472189588, 114.1620987982134",皇后碼頭,抗氧化組合,皇后不見蹤跡 今天也歸老,野佬 Yellow!,梁栢堅,2022
,"22.287536209134107, 114.14686587791257",蓮香居,抗氧化組合,蓮瓣也破碎了 香已不再,野佬 Yellow!,梁栢堅,2022
,"22.341861782672325, 114.13654487714436",荔園,後樂園,重遊舊地 悼念這個公園,陳慧琳,梁栢堅,2013
,"22.31851446930513, 114.18839479654562",土瓜灣,香港一定得,趕頭趕命趕到落嚟P記 土瓜灣,黃貫中,,2001
,"22.28075471217004, 114.16035753845584",立法會,香港一定得,日日坐響立法會做戲,黃貫中,,2001
,,灣仔雙喜樓,雙喜樓,-,Twins,梁栢堅,2023
,,維港,我城,以前維港蔚藍天 而家竟然染紅一片,MasterMic,MastaMic ,2014
,,東隧,捉賊記,東隧狂塞 現時獅隧求救,SENZA A Cappella,梁栢堅,2021
,,獅隧,捉賊記,東隧狂塞 現時獅隧求救,SENZA A Cappella,梁栢堅,2021
,,河上鄉,怪乖,河上鄉 有一個短褲觀音雕塑像,李彩樺,黃仲凱,2002
,,薄扶林水塘,I AM ANGRY,離家出走 瞓係薄扶林水塘,The Low Mays,The Low Mays,2024
,,荃灣西,I AM ANGRY,無論港島 定係荃灣西 Whole city know we the ones on fire,The Low Mays,The Low Mays,2024
,,荷李活廣場,莊,廿四樓望荷李活 (廣場) 司機唔該OG Kush,Novel Fergus,Novel Fergus,2021
,,沙燕橋,沙燕之歌,-,Supper Moment,Supper Moment,2016
,"22.279917247507566, 114.11749916609209",西環泳棚,觸景傷城,一起賞夕照那泳棚還有那相約尋探過老街,小肥,6號@RubberBand,2017
,,彌敦道,毋忘,霓虹燈在閃耀 遊彌敦道美妙,謝安琪,梁栢堅,2023
,,,毋忘,屯元天渡天曉 到油尖旺通宵,謝安琪,梁栢堅,2023
